vid_name	question	answer	vid_id	key
ZJL3443	what color pants does the person wear in the video	black	FRAMEQA344303	3443
ZJL3443	what color pants does the person wear in the video	black	FRAMEQA344304	3443
ZJL3443	what color pants does the person wear in the video	black	FRAMEQA344305	3443
ZJL3443	what is the person doing in the video	drinking water	FRAMEQA344306	3443
ZJL3443	what is the person doing in the video	drinking water	FRAMEQA344307	3443
ZJL3443	what is the person doing in the video	drinking water	FRAMEQA344308	3443
ZJL3443	where is the person in the video	in stairwell	FRAMEQA344309	3443
ZJL3443	where is the person in the video	in stairwell	FRAMEQA344310	3443
ZJL3443	where is the person in the video	in stairwell	FRAMEQA344311	3443
ZJL3443	is the person in the video standing or sitting	standing	FRAMEQA344312	3443
ZJL3443	is the person in the video standing or sitting	standing	FRAMEQA344313	3443
ZJL3443	is the person in the video standing or sitting	standing	FRAMEQA344314	3443
ZJL2146	what is in the living room	closet	FRAMEQA214600	2146
ZJL2146	what is in the living room	chair	FRAMEQA214601	2146
ZJL2146	what is in the living room	tv	FRAMEQA214602	2146
ZJL2146	what color pants does the person wear in the video	black	FRAMEQA214603	2146
ZJL2146	what color pants does the person wear in the video	dark black	FRAMEQA214604	2146
ZJL2146	what color pants does the person wear in the video	aterrimus	FRAMEQA214605	2146
ZJL2146	what is the person in the video doing	opening door	FRAMEQA214606	2146
ZJL2146	what is the person in the video doing	putting towel	FRAMEQA214607	2146
ZJL2146	what is the person in the video doing	sneezing	FRAMEQA214608	2146
ZJL2146	where is the person in the video	indoor	FRAMEQA214609	2146
ZJL2146	where is the person in the video	living room	FRAMEQA214610	2146
ZJL2146	where is the person in the video	residence	FRAMEQA214611	2146
ZJL2146	is the person in the video sitting or standing	standing	FRAMEQA214612	2146
ZJL2146	is the person in the video sitting or standing	standing	FRAMEQA214613	2146
ZJL2146	is the person in the video sitting or standing	standing	FRAMEQA214614	2146
ZJL578	what is on the cabinet in the video	computer	FRAMEQA57800	578
ZJL578	what is on the cabinet in the video	computer	FRAMEQA57801	578
ZJL578	what is on the cabinet in the video	computer	FRAMEQA57802	578
ZJL578	what color of clothes does the woman in the video wear	white	FRAMEQA57803	578
ZJL578	what color of clothes does the woman in the video wear	white	FRAMEQA57804	578
ZJL578	what color of clothes does the woman in the video wear	white	FRAMEQA57805	578
ZJL578	what is the woman in the video doing	eating things	FRAMEQA57806	578
ZJL578	what is the woman in the video doing	playing computer	FRAMEQA57807	578
ZJL578	what is the woman in the video doing	eating things	FRAMEQA57808	578
ZJL578	in which room is the woman in the video	kitchen	FRAMEQA57809	578
ZJL578	in which room is the woman in the video	kitchen	FRAMEQA57810	578
ZJL578	in which room is the woman in the video	kitchen	FRAMEQA57811	578
ZJL578	is the woman in the video standing or sitting	standing	FRAMEQA57812	578
ZJL578	is the woman in the video standing or sitting	standing	FRAMEQA57813	578
ZJL578	is the woman in the video standing or sitting	standing	FRAMEQA57814	578
ZJL2741	is the person wearing pink in the video standing or sitting	standing	FRAMEQA274100	2741
ZJL2741	is the person wearing pink in the video standing or sitting	standing	FRAMEQA274101	2741
ZJL2741	is the person wearing pink in the video standing or sitting	standing	FRAMEQA274102	2741
ZJL2741	what is the person wearing pink in the video doing	eating something	FRAMEQA274103	2741
ZJL2741	what is the person wearing pink in the video doing	eating food	FRAMEQA274104	2741
ZJL2741	what is the person wearing pink in the video doing	eating food	FRAMEQA274105	2741
ZJL2741	where is the person wearing pink in the video	bedroom	FRAMEQA274106	2741
ZJL2741	where is the person wearing pink in the video	bedroom	FRAMEQA274107	2741
ZJL2741	where is the person wearing pink in the video	bedroom	FRAMEQA274108	2741
ZJL2741	what is in the room	bed	FRAMEQA274109	2741
ZJL2741	what is in the room	cabinet	FRAMEQA274110	2741
ZJL2741	what is in the room	mirror	FRAMEQA274111	2741
ZJL2741	what color is the wall in the video	white	FRAMEQA274112	2741
ZJL2741	what color is the wall in the video	light white	FRAMEQA274113	2741
ZJL2741	what color is the wall in the video	gray white	FRAMEQA274114	2741
ZJL921	what color of the clothes does the person wear in the video	green	FRAMEQA92100	921
ZJL921	what color of the clothes does the person wear in the video	pale green	FRAMEQA92101	921
ZJL921	what color of the clothes does the person wear in the video	grass green	FRAMEQA92102	921
ZJL921	is the person sitting or standing in the video	standing	FRAMEQA92103	921
ZJL921	is the person sitting or standing in the video	standing	FRAMEQA92104	921
ZJL921	is the person sitting or standing in the video	standing	FRAMEQA92105	921
ZJL921	what is the person doing in the video	taking off shoes	FRAMEQA92106	921
ZJL921	what is the person doing in the video	closing door	FRAMEQA92107	921
ZJL921	what is the person doing in the video	turn on lights	FRAMEQA92108	921
ZJL921	does the person have long hair or short hair in the video	long hair	FRAMEQA92109	921
ZJL921	does the person have long hair or short hair in the video	long hair	FRAMEQA92110	921
ZJL921	does the person have long hair or short hair in the video	long hair	FRAMEQA92111	921
ZJL921	what is the color of the shoes in the video	pink	FRAMEQA92112	921
ZJL921	what is the color of the shoes in the video	soft red	FRAMEQA92113	921
ZJL921	what is the color of the shoes in the video	rose	FRAMEQA92114	921
ZJL2934	what is in the man in purple's hand	cup	FRAMEQA293400	2934
ZJL2934	what is in the man in purple's hand	phone	FRAMEQA293401	2934
ZJL2934	what is in the man in purple's hand	clothes	FRAMEQA293402	2934
ZJL2934	what is the color of the trousers of the sitting man	brown	FRAMEQA293403	2934
ZJL2934	what is the color of the trousers of the sitting man	yellow	FRAMEQA293404	2934
ZJL2934	what is the color of the trousers of the sitting man	golden	FRAMEQA293405	2934
ZJL2934	is the man in purple standing or sitting	standing	FRAMEQA293406	2934
ZJL2934	is the man in purple standing or sitting	standing	FRAMEQA293407	2934
ZJL2934	is the man in purple standing or sitting	standing	FRAMEQA293408	2934
ZJL2934	where is the man	in door	FRAMEQA293409	2934
ZJL2934	where is the man	in door	FRAMEQA293410	2934
ZJL2934	where is the man	in door	FRAMEQA293411	2934
ZJL2934	what is on the outside floor	shoes	FRAMEQA293412	2934
ZJL2934	what is on the outside floor	shoes	FRAMEQA293413	2934
ZJL2934	what is on the outside floor	shoes	FRAMEQA293414	2934
ZJL995	what color of the clothes does the person wear in the video	green	FRAMEQA99500	995
ZJL995	what color of the clothes does the person wear in the video	grass green	FRAMEQA99501	995
ZJL995	what color of the clothes does the person wear in the video	pale green	FRAMEQA99502	995
ZJL995	is the person sitting or standing in the video	standing	FRAMEQA99503	995
ZJL995	is the person sitting or standing in the video	standing	FRAMEQA99504	995
ZJL995	is the person sitting or standing in the video	standing	FRAMEQA99505	995
ZJL995	where is the person in the video	kitchen	FRAMEQA99506	995
ZJL995	where is the person in the video	kitchen	FRAMEQA99507	995
ZJL995	where is the person in the video	kitchen	FRAMEQA99508	995
ZJL995	what is the person doing in the video	making food	FRAMEQA99509	995
ZJL995	what is the person doing in the video	sweeping floor	FRAMEQA99510	995
ZJL995	what is the person doing in the video	eating	FRAMEQA99511	995
ZJL995	does the person have long hair or short hair in the video	short hair	FRAMEQA99512	995
ZJL995	does the person have long hair or short hair in the video	short hair	FRAMEQA99513	995
ZJL995	does the person have long hair or short hair in the video	short hair	FRAMEQA99514	995
ZJL3944	what is in the room	cabinet	FRAMEQA394400	3944
ZJL3944	what is in the room	mirror	FRAMEQA394401	3944
ZJL3944	what is in the room	clothes	FRAMEQA394402	3944
ZJL3944	what color is the cabinet	pink	FRAMEQA394403	3944
ZJL3944	what color is the cabinet	magenta	FRAMEQA394404	3944
ZJL3944	what color is the cabinet	burgandy	FRAMEQA394405	3944
ZJL3944	what is the person in video doing	looking at mirror	FRAMEQA394406	3944
ZJL3944	what is the person in video doing	putting on clothes	FRAMEQA394407	3944
ZJL3944	what is the person in video doing	buttoning	FRAMEQA394408	3944
ZJL3944	where is the person in video	indoor	FRAMEQA394409	3944
ZJL3944	where is the person in video	in room	FRAMEQA394410	3944
ZJL3944	where is the person in video	in house	FRAMEQA394411	3944
ZJL3944	is the person in video sitting or standing	standing	FRAMEQA394412	3944
ZJL3944	is the person in video sitting or standing	standing	FRAMEQA394413	3944
ZJL3944	is the person in video sitting or standing	standing	FRAMEQA394414	3944
ZJL4047	what is on the right of the bed	door	FRAMEQA404700	4047
ZJL4047	what is on the right of the bed	television	FRAMEQA404701	4047
ZJL4047	what is on the right of the bed	curtain	FRAMEQA404702	4047
ZJL4047	what is the color of the door in the video	yellow	FRAMEQA404703	4047
ZJL4047	what is the color of the door in the video	khaki	FRAMEQA404704	4047
ZJL4047	what is the color of the door in the video	brownish yellow	FRAMEQA404705	4047
ZJL4047	what is the person in the video doing	watching tv	FRAMEQA404706	4047
ZJL4047	what is the person in the video doing	resting	FRAMEQA404707	4047
ZJL4047	what is the person in the video doing	sleeping	FRAMEQA404708	4047
ZJL4047	where is the person in the video	indoors	FRAMEQA404709	4047
ZJL4047	where is the person in the video	in house	FRAMEQA404710	4047
ZJL4047	where is the person in the video	in bedroom	FRAMEQA404711	4047
ZJL4047	is the person in the video lying on his stomach or sitting	lying on his stomach	FRAMEQA404712	4047
ZJL4047	is the person in the video lying on his stomach or sitting	lying on his stomach	FRAMEQA404713	4047
ZJL4047	is the person in the video lying on his stomach or sitting	lying on his stomach	FRAMEQA404714	4047
ZJL3428	what is in front of the wall	chair	FRAMEQA342800	3428
ZJL3428	what is in front of the wall	fence	FRAMEQA342801	3428
ZJL3428	what is in front of the wall	book	FRAMEQA342802	3428
ZJL3428	what is the color of the person's clothes in the video	white	FRAMEQA342803	3428
ZJL3428	what is the color of the person's clothes in the video	milk white	FRAMEQA342804	3428
ZJL3428	what is the color of the person's clothes in the video	creamy white	FRAMEQA342805	3428
ZJL3428	what is the person doing in the video	dancing	FRAMEQA342806	3428
ZJL3428	what is the person doing in the video	exercising	FRAMEQA342807	3428
ZJL3428	what is the person doing in the video	playing	FRAMEQA342808	3428
ZJL3428	where is the person in the video	outdoor	FRAMEQA342809	3428
ZJL3428	where is the person in the video	yard	FRAMEQA342810	3428
ZJL3428	where is the person in the video	at door	FRAMEQA342811	3428
ZJL3428	is the person sitting or standing in the video	standing	FRAMEQA342812	3428
ZJL3428	is the person sitting or standing in the video	standing	FRAMEQA342813	3428
ZJL3428	is the person sitting or standing in the video	standing	FRAMEQA342814	3428
ZJL651	what is on the person's face in the video	mustache	FRAMEQA65100	651
ZJL651	what is on the person's face in the video	mustache	FRAMEQA65101	651
ZJL651	what is on the person's face in the video	mustache	FRAMEQA65102	651
ZJL651	what color of the clothes does the person wear in the video	gray	FRAMEQA65103	651
ZJL651	what color of the clothes does the person wear in the video	black gray	FRAMEQA65104	651
ZJL651	what color of the clothes does the person wear in the video	neutral gary	FRAMEQA65105	651
ZJL651	what is the person doing in the video	eating	FRAMEQA65106	651
ZJL651	what is the person doing in the video	eating	FRAMEQA65107	651
ZJL651	what is the person doing in the video	eating	FRAMEQA65108	651
ZJL651	where is the person in the video	staircase	FRAMEQA65109	651
ZJL651	where is the person in the video	staircase	FRAMEQA65110	651
ZJL651	where is the person in the video	staircase	FRAMEQA65111	651
ZJL651	is the person sitting or standing in the video	sitting	FRAMEQA65112	651
ZJL651	is the person sitting or standing in the video	sitting	FRAMEQA65113	651
ZJL651	is the person sitting or standing in the video	sitting	FRAMEQA65114	651
ZJL2147	what is in the kitchen	closet	FRAMEQA214700	2147
ZJL2147	what is in the kitchen	refrigerator	FRAMEQA214701	2147
ZJL2147	what is in the kitchen	pot	FRAMEQA214702	2147
ZJL2147	what color top does the person wear in the video	black	FRAMEQA214703	2147
ZJL2147	what color top does the person wear in the video	dark black	FRAMEQA214704	2147
ZJL2147	what color top does the person wear in the video	aterrimus	FRAMEQA214705	2147
ZJL2147	what is the person in the video doing	firing	FRAMEQA214706	2147
ZJL2147	what is the person in the video doing	taking things	FRAMEQA214707	2147
ZJL2147	what is the person in the video doing	opening refrigerator	FRAMEQA214708	2147
ZJL2147	where is the person in the video	indoor	FRAMEQA214709	2147
ZJL2147	where is the person in the video	kitchen	FRAMEQA214710	2147
ZJL2147	where is the person in the video	residence	FRAMEQA214711	2147
ZJL2147	is the person in the video sitting or standing	standing	FRAMEQA214712	2147
ZJL2147	is the person in the video sitting or standing	standing	FRAMEQA214713	2147
ZJL2147	is the person in the video sitting or standing	standing	FRAMEQA214714	2147
ZJL1115	what is in the video	icon	FRAMEQA111500	1115
ZJL1115	what is in the video	website	FRAMEQA111501	1115
ZJL1115	what is in the video	people	FRAMEQA111502	1115
ZJL1115	is the person in the video a male or a female	female	FRAMEQA111503	1115
ZJL1115	is the person in the video a male or a female	female	FRAMEQA111504	1115
ZJL1115	is the person in the video a male or a female	female	FRAMEQA111505	1115
ZJL1115	what color is the clothes worn by the person in the video	black	FRAMEQA111506	1115
ZJL1115	what color is the clothes worn by the person in the video	black	FRAMEQA111507	1115
ZJL1115	what color is the clothes worn by the person in the video	black	FRAMEQA111508	1115
ZJL1115	where is the person in the video	in water	FRAMEQA111509	1115
ZJL1115	where is the person in the video	in water	FRAMEQA111510	1115
ZJL1115	where is the person in the video	in water	FRAMEQA111511	1115
ZJL1115	what is the person doing in the video	tapping water	FRAMEQA111512	1115
ZJL1115	what is the person doing in the video	tapping water	FRAMEQA111513	1115
ZJL1115	what is the person doing in the video	tapping water	FRAMEQA111514	1115
ZJL783	what is in the video	music score	FRAMEQA78300	783
ZJL783	what is in the video	guitar	FRAMEQA78301	783
ZJL783	what is in the video	microphone	FRAMEQA78302	783
ZJL783	what color skirt is the women wearing in the video	purple	FRAMEQA78303	783
ZJL783	what color skirt is the women wearing in the video	deep purple	FRAMEQA78304	783
ZJL783	what color skirt is the women wearing in the video	purple sauce	FRAMEQA78305	783
ZJL783	what is the woman doing in the video	singing	FRAMEQA78306	783
ZJL783	what is the woman doing in the video	singing	FRAMEQA78307	783
ZJL783	what is the woman doing in the video	singing	FRAMEQA78308	783
ZJL783	where is the woman in the video	on stage	FRAMEQA78309	783
ZJL783	where is the woman in the video	on stage	FRAMEQA78310	783
ZJL783	where is the woman in the video	on stage	FRAMEQA78311	783
ZJL783	is the woman standing or sitting in the video	standing	FRAMEQA78312	783
ZJL783	is the woman standing or sitting in the video	standing	FRAMEQA78313	783
ZJL783	is the woman standing or sitting in the video	standing	FRAMEQA78314	783
ZJL1348	what is in the video	boy	FRAMEQA134800	1348
ZJL1348	what is in the video	girl	FRAMEQA134801	1348
ZJL1348	what is in the video	women	FRAMEQA134802	1348
ZJL1348	what color clothes does the girl wear in the video	brown	FRAMEQA134803	1348
ZJL1348	what color clothes does the girl wear in the video	tan	FRAMEQA134804	1348
ZJL1348	what color clothes does the girl wear in the video	coffee	FRAMEQA134805	1348
ZJL1348	what is the person doing in the video	interviewing	FRAMEQA134806	1348
ZJL1348	what is the person doing in the video	talking	FRAMEQA134807	1348
ZJL1348	what is the person doing in the video	narrating	FRAMEQA134808	1348
ZJL1348	where is the person in the video	indoor	FRAMEQA134809	1348
ZJL1348	where is the person in the video	in room	FRAMEQA134810	1348
ZJL1348	where is the person in the video	interview site	FRAMEQA134811	1348
ZJL1348	is the person standing or sitting in the video	sitting	FRAMEQA134812	1348
ZJL1348	is the person standing or sitting in the video	sitting	FRAMEQA134813	1348
ZJL1348	is the person standing or sitting in the video	sitting	FRAMEQA134814	1348
ZJL3506	what is on the face of the man in the video	mustache	FRAMEQA350600	3506
ZJL3506	what is on the face of the man in the video	mustache	FRAMEQA350601	3506
ZJL3506	what is on the face of the man in the video	mustache	FRAMEQA350602	3506
